time,lead_ii,pulse_reference,respiration_belt
5.575000,0.072319,-0.068520,0.837216
5.579167,0.060402,-0.064988,0.816602
5.583333,0.049082,-0.055066,0.841852
5.587500,0.064885,-0.051809,0.811290
5.591667,0.039742,-0.057712,0.829106
5.595833,0.041562,-0.057404,0.841526
5.600000,0.034880,-0.033189,0.838435
5.604167,0.082341,-0.035222,0.824732
5.608333,0.064333,-0.037782,0.818157
5.612500,0.021726,-0.046920,0.804081
5.616667,0.047396,-0.043884,0.829572
5.620833,0.045022,-0.044550,0.813088
5.625000,0.060907,-0.034785,0.826247
5.629167,0.055108,-0.035878,0.817944
5.633333,0.057640,-0.050338,0.803734
5.637500,0.062026,-0.048480,0.791030
5.641667,0.011480,-0.063448,0.800240
5.645833,0.000305,-0.055484,0.784116
5.650000,-0.029899,-0.043439,0.812464
5.654167,-0.062761,-0.052417,0.800654
5.658333,-0.082496,-0.030825,0.801758
5.662500,-0.062688,-0.038723,0.793779
5.666667,0.013031,-0.022719,0.772164
5.670833,0.149034,-0.010599,0.797079
5.675000,0.300061,-0.001855,0.789125
5.679167,0.527618,0.003494,0.795688
5.683333,0.767257,0.026735,0.763289
5.687500,0.999944,0.047957,0.776467
5.691667,1.158453,0.070742,0.764792
5.695833,1.160290,0.100005,0.754860
5.700000,1.059813,0.110959,0.762910
5.704167,0.837151,0.111997,0.773664
5.708333,0.587756,0.144622,0.760999
5.712500,0.297632,0.158203,0.743497
5.716667,0.084712,0.137962,0.745485
5.720833,-0.072594,0.147254,0.761637
5.725000,-0.156851,0.156669,0.740866
5.729167,-0.167577,0.140186,0.764380
5.733333,-0.068118,0.144997,0.762834
5.737500,-0.023785,0.113147,0.727263
5.741667,0.012155,0.105697,0.753003
5.745833,0.026264,0.093006,0.742011
5.750000,0.076046,0.085835,0.734613
5.754167,0.094343,0.055241,0.745783
5.758333,0.060606,0.020772,0.712077
5.762500,0.048985,0.015603,0.727409
5.766667,0.081741,0.003835,0.732586
5.770833,0.081763,-0.010803,0.714023
5.775000,0.091163,-0.039073,0.701026
5.779167,0.058604,-0.041948,0.706966
5.783333,0.110076,-0.059323,0.713238
5.787500,0.122849,-0.086071,0.704780
5.791667,0.087365,-0.085367,0.696650
5.795833,0.104080,-0.094324,0.683226
5.800000,0.106791,-0.109509,0.698684
5.804167,0.151899,-0.112288,0.691870
5.808333,0.138160,-0.118313,0.680535
5.812500,0.133730,-0.100892,0.679531
5.816667,0.154617,-0.121126,0.680878
5.820833,0.180882,-0.107917,0.672094
5.825000,0.190265,-0.111030,0.683050
5.829167,0.189638,-0.116658,0.668893
5.833333,0.215425,-0.105601,0.652738
5.837500,0.206643,-0.110414,0.649987
5.841667,0.224520,-0.104656,0.659146
5.845833,0.235914,-0.109017,0.654959
5.850000,0.231274,-0.093480,0.666439
5.854167,0.275556,-0.110211,0.650585
5.858333,0.252214,-0.095214,0.643271
5.862500,0.277355,-0.098167,0.637796
5.866667,0.311151,-0.102394,0.620562
5.870833,0.317933,-0.104037,0.621528
5.875000,0.331337,-0.095509,0.642307
5.879167,0.300826,-0.086408,0.637911
5.883333,0.330973,-0.079386,0.635940
5.887500,0.340099,-0.087880,0.629091
5.891667,0.347238,-0.074056,0.604864
5.895833,0.324340,-0.081621,0.603339
5.900000,0.350732,-0.078279,0.602923
5.904167,0.379183,-0.095383,0.606502
5.908333,0.356029,-0.088254,0.612950
5.912500,0.374685,-0.091723,0.577472
5.916667,0.349326,-0.103756,0.586217
5.920833,0.370461,-0.113761,0.597095
5.925000,0.363999,-0.119095,0.565261
5.929167,0.331783,-0.122492,0.563211
5.933333,0.353684,-0.114049,0.556551
5.937500,0.363137,-0.125776,0.567540
5.941667,0.354094,-0.130628,0.570707
5.945833,0.327060,-0.119283,0.554388
5.950000,0.341416,-0.134777,0.569195
5.954167,0.340748,-0.142625,0.565564
5.958333,0.317444,-0.124411,0.544174
5.962500,0.289359,-0.144683,0.533851
5.966667,0.270758,-0.123355,0.538675
5.970833,0.297306,-0.123406,0.533073
5.975000,0.238910,-0.139788,0.520921
5.979167,0.214581,-0.140979,0.539151
5.983333,0.243419,-0.138963,0.531570
5.987500,0.219256,-0.125736,0.514202
5.991667,0.199611,-0.121166,0.508180
5.995833,0.191460,-0.124261,0.505802
6.000000,0.165239,-0.113892,0.514404
6.004167,0.165847,-0.105166,0.513216
6.008333,0.163202,-0.113200,0.496411
6.012500,0.116253,-0.115752,0.493933
6.016667,0.155104,-0.093792,0.468357
6.020833,0.127691,-0.098874,0.488075
6.025000,0.108863,-0.084965,0.486322
6.029167,0.114406,-0.106144,0.459705
6.033333,0.114537,-0.092796,0.465537
6.037500,0.123764,-0.086734,0.467445
6.041667,0.082108,-0.104020,0.437076
6.045833,0.089973,-0.111307,0.445479
6.050000,0.076616,-0.112489,0.460638
6.054167,0.103793,-0.112414,0.450426
6.058333,0.088787,-0.118165,0.417734
6.062500,0.037140,-0.100877,0.441844
6.066667,0.071089,-0.109067,0.420994
6.070833,0.077242,-0.123561,0.428054
6.075000,0.068468,-0.126188,0.419174
6.079167,0.032601,-0.115492,0.397511
6.083333,0.062638,-0.134302,0.404815
6.087500,0.054067,-0.129166,0.387636
6.091667,0.045147,-0.144795,0.400722
6.095833,0.023097,-0.124836,0.391136
6.100000,0.044680,-0.128890,0.385621
6.104167,0.053271,-0.149996,0.378695
6.108333,0.058090,-0.125984,0.363410
6.112500,0.040879,-0.134237,0.357740
6.116667,0.045543,-0.149015,0.353648
6.120833,0.057114,-0.121829,0.374670
6.125000,0.059214,-0.128578,0.361570
6.129167,0.019687,-0.143577,0.333520
6.133333,0.050378,-0.139025,0.332991
6.137500,0.039623,-0.120466,0.326879
6.141667,0.039623,-0.107973,0.347940
6.145833,0.016219,-0.127188,0.312487
6.150000,0.043744,-0.100734,0.306872
6.154167,0.051623,-0.101968,0.300673
6.158333,0.050287,-0.104939,0.324155
6.162500,0.008975,-0.098089,0.296388
6.166667,0.045442,-0.109910,0.304713
6.170833,0.034183,-0.096723,0.283936
6.175000,0.038596,-0.100805,0.292582
6.179167,0.037597,-0.113004,0.277702
6.183333,0.054697,-0.101784,0.264481
6.187500,0.038812,-0.110899,0.258344
6.191667,0.038412,-0.096890,0.263150
6.195833,0.021498,-0.089667,0.254184
6.200000,0.018820,-0.107846,0.255631
6.204167,0.057299,-0.124929,0.258941
6.208333,0.020609,-0.101064,0.242055
6.212500,0.041222,-0.106912,0.250194
6.216667,0.029907,-0.133454,0.251420
6.220833,0.036554,-0.133377,0.212420
6.225000,0.038604,-0.142028,0.234214
6.229167,0.044047,-0.134425,0.235622
6.233333,0.037507,-0.130414,0.210147
6.237500,0.034573,-0.123711,0.192998
6.241667,0.026900,-0.144017,0.211203
6.245833,0.022389,-0.136066,0.203683
6.250000,0.050521,-0.140076,0.185586
6.254167,0.062776,-0.150578,0.178682
6.258333,0.050701,-0.125490,0.184361
6.262500,0.031993,-0.146579,0.158025
6.266667,0.029346,-0.132778,0.153187
6.270833,0.031893,-0.121775,0.168858
6.275000,0.033069,-0.123445,0.144948
6.279167,0.015116,-0.133312,0.148873
6.283333,0.043847,-0.110458,0.144316
6.287500,0.050256,-0.131601,0.126479
6.291667,0.046699,-0.115952,0.143428
6.295833,0.032638,-0.107500,0.144778
6.300000,0.022648,-0.115629,0.126976
6.304167,0.057243,-0.089960,0.100366
6.308333,0.052414,-0.105730,0.107992
6.312500,0.053491,-0.099103,0.122560
6.316667,0.070696,-0.114599,0.086568
6.320833,0.080178,-0.092346,0.080452
6.325000,0.065485,-0.111232,0.092151
6.329167,0.080262,-0.104021,0.067745
6.333333,0.077479,-0.107677,0.061816
6.337500,0.082404,-0.103911,0.067639
6.341667,0.101148,-0.100712,0.063464
6.345833,0.075977,-0.102564,0.067113
6.350000,0.088387,-0.103117,0.044896
6.354167,0.127803,-0.125225,0.041602
6.358333,0.097659,-0.106859,0.053355
6.362500,0.100386,-0.122526,0.023755
6.366667,0.118723,-0.129023,0.016239
6.370833,0.127724,-0.116819,0.014692
6.375000,0.091231,-0.126863,0.032366
6.379167,0.073388,-0.141082,0.014234
6.383333,0.081677,-0.142696,-0.002558
6.387500,0.106489,-0.123106,-0.010358
6.391667,0.088377,-0.117844,-0.011871
6.395833,0.065391,-0.104916,0.006486
6.400000,0.048136,-0.118197,-0.016600
6.404167,0.057060,-0.115388,-0.011256
6.408333,0.058328,-0.097887,-0.033402
6.412500,0.032139,-0.104346,-0.034519
6.416667,0.042736,-0.107030,-0.034225
6.420833,0.038500,-0.081130,-0.028946
6.425000,0.038238,-0.074892,-0.059421
6.429167,0.021825,-0.074351,-0.043730
6.433333,0.039174,-0.063030,-0.050762
6.437500,0.041871,-0.082992,-0.051725
6.441667,0.037482,-0.081557,-0.079978
6.445833,0.021648,-0.070103,-0.091503
6.450000,0.010918,-0.071720,-0.075950
6.454167,0.024697,-0.062051,-0.085517
6.458333,0.009711,-0.060365,-0.106239
6.462500,0.012220,-0.063761,-0.115703
6.466667,0.013793,-0.044964,-0.123430
6.470833,0.019213,-0.055671,-0.118508
6.475000,0.008313,-0.068827,-0.101823
6.479167,-0.008916,-0.048347,-0.123660
6.483333,0.037374,-0.067577,-0.126489
6.487500,0.031302,-0.047652,-0.123619
6.491667,-0.001699,-0.051585,-0.136091
6.495833,-0.055919,-0.058432,-0.149142
6.500000,-0.085891,-0.077436,-0.152650
6.504167,-0.090105,-0.085275,-0.145628
6.508333,-0.119446,-0.077693,-0.162480
6.512500,-0.094434,-0.092743,-0.162856
6.516667,0.035755,-0.097604,-0.194005
6.520833,0.152351,-0.097771,-0.180593
6.525000,0.350779,-0.073790,-0.182421
6.529167,0.547224,-0.101490,-0.210225
6.533333,0.826850,-0.084483,-0.206222
6.537500,1.035398,-0.069362,-0.189568
6.541667,1.127693,-0.084053,-0.204963
6.545833,1.088437,-0.082285,-0.228510
6.550000,0.952922,-0.073224,-0.221021
6.554167,0.745402,-0.051924,-0.244729
6.558333,0.452412,-0.051058,-0.249546
6.562500,0.209484,-0.021226,-0.242882
6.566667,-0.006676,-0.002393,-0.238664
6.570833,-0.136599,0.024254,-0.251544
6.575000,-0.173921,0.016714,-0.243364
6.579167,-0.172959,0.051341,-0.245431
6.583333,-0.113511,0.061803,-0.270822
6.587500,-0.043884,0.106294,-0.268157
6.591667,-0.001104,0.117453,-0.293500
6.595833,0.014074,0.124879,-0.270347
6.600000,0.019943,0.144640,-0.303211
6.604167,0.037293,0.140937,-0.312962
6.608333,0.037248,0.155525,-0.286359
6.612500,0.016594,0.178028,-0.304184
6.616667,0.019946,0.156658,-0.299927
6.620833,0.067113,0.165214,-0.310148
6.625000,0.043961,0.153398,-0.340429
6.629167,0.057098,0.126956,-0.326992
6.633333,0.072428,0.115904,-0.339757
6.637500,0.066251,0.098009,-0.338191
6.641667,0.084998,0.081190,-0.357420
6.645833,0.082451,0.057851,-0.361112
6.650000,0.083284,0.017316,-0.351140
6.654167,0.108666,-0.011663,-0.362892
6.658333,0.116862,-0.024317,-0.380895
6.662500,0.079358,-0.022198,-0.380285
6.666667,0.098545,-0.061440,-0.386109
6.670833,0.130563,-0.067822,-0.374275
6.675000,0.139176,-0.068187,-0.401702
6.679167,0.135011,-0.087646,-0.409795
6.683333,0.176379,-0.103267,-0.417203
6.687500,0.202639,-0.087152,-0.404816
6.691667,0.176568,-0.106106,-0.427989
6.695833,0.200707,-0.109047,-0.408052
6.700000,0.213082,-0.104399,-0.423183
6.704167,0.217891,-0.112781,-0.435023
6.708333,0.247507,-0.111793,-0.425516
6.712500,0.247694,-0.090453,-0.437981
6.716667,0.269710,-0.103357,-0.458562
6.720833,0.259252,-0.101799,-0.448866
6.725000,0.265415,-0.089286,-0.470365
6.729167,0.261794,-0.069201,-0.476563
6.733333,0.295427,-0.095433,-0.458616
6.737500,0.324755,-0.079550,-0.483975
6.741667,0.307835,-0.067722,-0.487538
6.745833,0.313754,-0.066064,-0.474469
6.750000,0.302338,-0.090257,-0.470966
6.754167,0.320539,-0.082422,-0.480936
6.758333,0.341284,-0.081559,-0.506107
6.762500,0.312990,-0.087933,-0.509306
6.766667,0.342005,-0.096364,-0.513033
6.770833,0.315365,-0.071732,-0.498959
6.775000,0.311272,-0.080111,-0.503763
6.779167,0.297344,-0.088244,-0.511673
6.783333,0.290331,-0.092823,-0.542704
6.787500,0.327027,-0.102668,-0.526439
6.791667,0.276037,-0.114337,-0.539616
6.795833,0.252074,-0.106801,-0.528410
6.800000,0.264519,-0.126343,-0.555656
6.804167,0.262196,-0.101858,-0.533137
6.808333,0.245875,-0.117432,-0.550984
6.812500,0.214898,-0.107550,-0.555872
6.816667,0.235367,-0.113528,-0.559869
6.820833,0.226143,-0.116395,-0.554622
6.825000,0.203606,-0.122831,-0.567980
6.829167,0.194252,-0.121149,-0.576527
6.833333,0.185258,-0.109487,-0.570434
6.837500,0.171684,-0.103215,-0.604178
6.841667,0.157170,-0.109047,-0.585636
6.845833,0.128386,-0.110018,-0.591103
6.850000,0.126827,-0.093596,-0.602124
6.854167,0.148163,-0.110414,-0.613820
6.858333,0.102447,-0.112474,-0.599620
6.862500,0.086186,-0.084482,-0.603235
6.866667,0.104361,-0.081107,-0.615555
6.870833,0.107348,-0.075403,-0.631234
6.875000,0.075047,-0.073851,-0.619738
6.879167,0.047821,-0.090167,-0.638852
6.883333,0.056361,-0.096375,-0.624404
6.887500,0.041566,-0.092112,-0.642888
6.891667,0.052561,-0.072944,-0.636143
6.895833,0.011653,-0.076394,-0.666887
6.900000,0.042378,-0.091319,-0.673900
6.904167,0.017782,-0.074771,-0.669221
6.908333,0.020752,-0.089061,-0.675712
6.912500,0.023552,-0.084444,-0.676879
6.916667,0.022357,-0.097904,-0.674587
6.920833,0.031424,-0.104200,-0.681592
6.925000,-0.012560,-0.097077,-0.681340
6.929167,0.004164,-0.097936,-0.681456
6.933333,-0.014889,-0.100693,-0.693080
6.937500,0.025972,-0.116843,-0.704114
6.941667,-0.009821,-0.115792,-0.699246
6.945833,-0.006927,-0.120554,-0.716677
6.950000,0.010050,-0.116462,-0.705781
6.954167,-0.000388,-0.129789,-0.704915
6.958333,0.000709,-0.133857,-0.722588
6.962500,-0.010378,-0.116012,-0.738664
6.966667,-0.003834,-0.105002,-0.716980
6.970833,0.019415,-0.133364,-0.719905
6.975000,-0.026748,-0.112824,-0.729732
6.979167,-0.039054,-0.121438,-0.738670
6.983333,-0.005011,-0.126351,-0.756744
6.987500,-0.018420,-0.120598,-0.738577
6.991667,-0.018232,-0.118772,-0.742110
6.995833,-0.038280,-0.091198,-0.751305
7.000000,-0.031039,-0.111303,-0.768956
7.004167,-0.008514,-0.088145,-0.775668
7.008333,-0.004288,-0.089693,-0.768684
7.012500,-0.023005,-0.096963,-0.785782
7.016667,-0.030612,-0.099103,-0.767460
7.020833,0.015794,-0.085002,-0.762453
7.025000,0.001927,-0.076356,-0.778176
7.029167,-0.020286,-0.092813,-0.767618
7.033333,-0.011975,-0.072979,-0.777453
7.037500,-0.007701,-0.083968,-0.805146
7.041667,-0.005818,-0.082986,-0.798270
7.045833,-0.023705,-0.083166,-0.803441
7.050000,-0.027725,-0.094486,-0.810406
7.054167,0.004204,-0.092330,-0.802037
7.058333,0.000806,-0.093833,-0.819716
7.062500,-0.039474,-0.075069,-0.803156
7.066667,-0.014525,-0.089026,-0.817321
7.070833,-0.018660,-0.093232,-0.801177
7.075000,-0.018719,-0.104094,-0.832069
7.079167,-0.012002,-0.112112,-0.817284
7.083333,-0.033223,-0.094443,-0.821301
7.087500,-0.023136,-0.100266,-0.824208
7.091667,-0.016811,-0.106877,-0.820348
7.095833,-0.030129,-0.104119,-0.826474
7.100000,-0.020868,-0.110954,-0.840313
7.104167,0.005062,-0.100466,-0.826730
7.108333,-0.015421,-0.128593,-0.844416
7.112500,-0.033056,-0.125144,-0.865527
7.116667,-0.008266,-0.119743,-0.847366
7.120833,0.004351,-0.105115,-0.851363
7.125000,-0.012287,-0.097168,-0.854605
7.129167,-0.040310,-0.115895,-0.845725
7.133333,-0.029014,-0.102928,-0.879696
7.137500,-0.008017,-0.094929,-0.859693
7.141667,-0.017117,-0.084702,-0.860852
7.145833,-0.035288,-0.105091,-0.865854
7.150000,-0.035030,-0.094897,-0.862052
7.154167,0.008062,-0.087439,-0.875942
7.158333,-0.005719,-0.083048,-0.889089
7.162500,-0.019034,-0.076080,-0.897277
7.166667,-0.024043,-0.061469,-0.892453
7.170833,0.002500,-0.067893,-0.905655
7.175000,-0.004250,-0.084005,-0.890895
7.179167,-0.034992,-0.079575,-0.896653
7.183333,-0.026280,-0.073859,-0.908129
7.187500,-0.010348,-0.062673,-0.896162
7.191667,0.001890,-0.079044,-0.893584
7.195833,-0.025904,-0.078071,-0.920207
7.200000,-0.004870,-0.083543,-0.915407
7.204167,0.031085,-0.094140,-0.916726
7.208333,-0.004985,-0.084613,-0.905712
7.212500,0.009365,-0.098273,-0.897471
7.216667,0.009237,-0.090112,-0.920597
7.220833,0.038297,-0.080961,-0.915945
7.225000,0.026937,-0.094567,-0.918955
7.229167,0.025174,-0.107474,-0.925557
7.233333,0.050319,-0.113602,-0.917937
7.237500,0.059229,-0.107691,-0.942117
7.241667,0.040763,-0.099429,-0.916850
7.245833,0.024263,-0.110998,-0.927081
7.250000,0.053047,-0.097587,-0.913336
7.254167,0.050430,-0.104247,-0.918731
7.258333,0.031098,-0.090746,-0.922817
7.262500,0.031830,-0.089284,-0.925113
7.266667,0.037492,-0.095956,-0.933007
7.270833,0.027212,-0.078583,-0.939064
7.275000,0.033021,-0.074005,-0.942665
7.279167,0.013390,-0.085015,-0.953473
7.283333,-0.002462,-0.076664,-0.957551
7.287500,0.029131,-0.056794,-0.931120
7.291667,-0.009557,-0.052647,-0.958327
7.295833,-0.034074,-0.059175,-0.963502
7.300000,-0.003473,-0.032683,-0.952035
7.304167,-0.002460,-0.030899,-0.946775
7.308333,-0.031972,-0.048945,-0.956202
7.312500,-0.051212,-0.039201,-0.963650
7.316667,-0.027271,-0.037763,-0.949288
7.320833,-0.014870,-0.017673,-0.957361
7.325000,-0.038048,-0.015952,-0.961062
7.329167,-0.054888,-0.037433,-0.973381
7.333333,-0.047975,-0.027479,-0.945723
7.337500,-0.000294,-0.038773,-0.959601
7.341667,-0.014334,-0.020356,-0.963270
7.345833,-0.053533,-0.019063,-0.956758
7.350000,-0.035813,-0.036516,-0.971339
7.354167,-0.039481,-0.037135,-0.951889
7.358333,-0.034027,-0.048214,-0.963992
7.362500,-0.030573,-0.042348,-0.978059
7.366667,-0.022117,-0.057146,-0.965060
7.370833,-0.040748,-0.055702,-0.985727
7.375000,-0.047541,-0.036230,-0.955028
7.379167,-0.114405,-0.045079,-0.987767
7.383333,-0.133852,-0.045373,-0.976771
7.387500,-0.154824,-0.050031,-0.975755
7.391667,-0.177714,-0.063491,-0.987536
7.395833,-0.155197,-0.062946,-0.965492
7.400000,-0.083902,-0.051889,-0.964484
7.404167,0.078349,-0.048978,-0.962719
7.408333,0.210216,-0.037682,-0.989683
7.412500,0.439003,-0.029464,-0.982038
7.416667,0.687459,-0.038796,-0.984424
7.420833,0.900410,-0.041106,-0.995298
7.425000,1.061326,-0.016753,-0.965739
7.429167,1.049232,-0.007726,-0.976313
7.433333,0.956158,-0.017467,-0.967616
7.437500,0.763320,-0.003271,-0.982481
7.441667,0.507528,-0.003813,-0.972691
7.445833,0.237901,0.004049,-0.986453
7.450000,0.020102,0.037111,-0.971101
7.454167,-0.127089,0.031562,-0.993969
7.458333,-0.225332,0.055412,-0.968370
7.462500,-0.222418,0.068292,-0.977203
7.466667,-0.181662,0.097889,-0.988393
7.470833,-0.119562,0.091259,-0.992883
7.475000,-0.087020,0.112054,-0.975098
7.479167,-0.052442,0.151052,-0.993378
7.483333,-0.043837,0.163071,-0.976546
7.487500,0.001703,0.169366,-0.974942
7.491667,-0.040251,0.181387,-0.989336
7.495833,-0.015810,0.194321,-0.967350
7.500000,-0.012354,0.171890,-0.975567
7.504167,-0.017104,0.187554,-0.964574
7.508333,-0.017721,0.183165,-0.985495
7.512500,-0.002812,0.185649,-0.961739
7.516667,0.017416,0.162538,-0.967757
7.520833,0.002843,0.159332,-0.980102
7.525000,-0.006673,0.120869,-0.991880
7.529167,0.021693,0.124169,-0.963765
7.533333,0.019614,0.092058,-0.967749
7.537500,0.050404,0.082462,-0.991702
7.541667,0.044046,0.051819,-0.969058
7.545833,0.026743,0.048221,-0.962882
7.550000,0.056074,0.026766,-0.969773
7.554167,0.065004,0.011861,-0.964171
7.558333,0.069236,-0.005740,-0.958285
7.562500,0.081845,0.001510,-0.973167
7.566667,0.090969,-0.002798,-0.957062
7.570833,0.120527,-0.012418,-0.961272
7.575000,0.131055,-0.015724,-0.972330
7.579167,0.138102,-0.028340,-0.965602
7.583333,0.156434,-0.018307,-0.955142
7.587500,0.175059,-0.019384,-0.962304
7.591667,0.189012,-0.023771,-0.946823
7.595833,0.184084,-0.033269,-0.948515
7.600000,0.214351,-0.036166,-0.953785
7.604167,0.231248,-0.029962,-0.952848
7.608333,0.207546,-0.014273,-0.965555
7.612500,0.231889,-0.028580,-0.968814
7.616667,0.222639,-0.026263,-0.943918
7.620833,0.270540,-0.028586,-0.963546
7.625000,0.274308,-0.034646,-0.964702
7.629167,0.267240,-0.046906,-0.967093
7.633333,0.270134,-0.038260,-0.961459
7.637500,0.298215,-0.035996,-0.936344
7.641667,0.274902,-0.055267,-0.956853
7.645833,0.257662,-0.044618,-0.937844
7.650000,0.264699,-0.041172,-0.947216
7.654167,0.266558,-0.057904,-0.937792
7.658333,0.265515,-0.056889,-0.942702
7.662500,0.251636,-0.071874,-0.924036
7.666667,0.263320,-0.050439,-0.928779
7.670833,0.271786,-0.051851,-0.939209
7.675000,0.234173,-0.069875,-0.937109
7.679167,0.209009,-0.056420,-0.928559
7.683333,0.237097,-0.071569,-0.916006
7.687500,0.213052,-0.055151,-0.924514
7.691667,0.215605,-0.067341,-0.922803
7.695833,0.197247,-0.071653,-0.938299
7.700000,0.201403,-0.063174,-0.928102
7.704167,0.200109,-0.042832,-0.929705
7.708333,0.169535,-0.052499,-0.915059
7.712500,0.138644,-0.054808,-0.910806
7.716667,0.143742,-0.037171,-0.930076
7.720833,0.118745,-0.041051,-0.924103
7.725000,0.103315,-0.032300,-0.894071
7.729167,0.076001,-0.022803,-0.896387
7.733333,0.100289,-0.025193,-0.903729
7.737500,0.102706,-0.017320,-0.898858
7.741667,0.065764,-0.033442,-0.911898
7.745833,0.041119,-0.030434,-0.908986
7.750000,0.037072,-0.024559,-0.910829
7.754167,0.056977,-0.020553,-0.897662
7.758333,0.025858,-0.016329,-0.886124
7.762500,0.007184,-0.019795,-0.886440
7.766667,0.004330,-0.016046,-0.901771
7.770833,0.013713,-0.045265,-0.884524
7.775000,-0.004851,-0.025964,-0.895957
7.779167,-0.003293,-0.026712,-0.875500
7.783333,0.007533,-0.047880,-0.884868
7.787500,-0.008534,-0.056325,-0.878495
7.791667,-0.024582,-0.034255,-0.869854
7.795833,-0.043899,-0.062993,-0.881017
7.800000,-0.025185,-0.042035,-0.871374
7.804167,-0.022969,-0.071149,-0.870793
7.808333,-0.023525,-0.063902,-0.852833
7.812500,-0.043532,-0.052178,-0.859726
7.816667,-0.019241,-0.047279,-0.853228
7.820833,-0.014300,-0.050969,-0.852935
7.825000,-0.037988,-0.054741,-0.853438
7.829167,-0.037803,-0.072152,-0.857762
7.833333,-0.028138,-0.053936,-0.847753
7.837500,-0.034963,-0.049526,-0.848894
7.841667,-0.054714,-0.065554,-0.820993
7.845833,-0.077003,-0.045458,-0.844471
7.850000,-0.031735,-0.059422,-0.821080
7.854167,-0.035381,-0.052720,-0.810917
7.858333,-0.044191,-0.042615,-0.806712
7.862500,-0.054680,-0.040555,-0.828504
7.866667,-0.047441,-0.034115,-0.815084
7.870833,-0.031321,-0.024676,-0.806480
7.875000,-0.046192,-0.028352,-0.788798
7.879167,-0.058748,-0.020682,-0.791559
7.883333,-0.058546,-0.025304,-0.780390
7.887500,-0.039892,-0.029049,-0.800607
7.891667,-0.053752,-0.020664,-0.778434
7.895833,-0.073778,-0.030374,-0.803704
7.900000,-0.046308,-0.031701,-0.766304
7.904167,-0.027299,-0.030754,-0.768951
7.908333,-0.047698,-0.018767,-0.790348
7.912500,-0.054959,-0.024496,-0.772369
7.916667,-0.039075,-0.038661,-0.760365
7.920833,-0.032774,-0.037016,-0.765226
7.925000,-0.055092,-0.025940,-0.745163
7.929167,-0.076150,-0.045841,-0.741718
7.933333,-0.054592,-0.028075,-0.744812
7.937500,-0.022550,-0.054450,-0.747046
7.941667,-0.045846,-0.054095,-0.737593
7.945833,-0.045191,-0.061613,-0.747667
7.950000,-0.045619,-0.046434,-0.742237
7.954167,-0.020542,-0.059169,-0.729967
7.958333,-0.068444,-0.049199,-0.734922
7.962500,-0.070952,-0.051577,-0.708630
7.966667,-0.051475,-0.055324,-0.716338
7.970833,-0.024428,-0.048721,-0.712034
7.975000,-0.042773,-0.036551,-0.715353
7.979167,-0.079431,-0.060320,-0.694381
7.983333,-0.063507,-0.041246,-0.691996
7.987500,-0.056517,-0.054157,-0.690547
7.991667,-0.035255,-0.031486,-0.708579
7.995833,-0.066366,-0.027319,-0.688640
8.000000,-0.058014,-0.043743,-0.678233
8.004167,-0.057645,-0.036002,-0.697651
8.008333,-0.068764,-0.017036,-0.680576
8.012500,-0.075240,-0.019581,-0.657555
8.016667,-0.063685,-0.002619,-0.657413
8.020833,-0.037267,-0.014861,-0.672903
8.025000,-0.061535,0.001801,-0.659162
8.029167,-0.056097,0.006240,-0.664608
8.033333,-0.057734,-0.016944,-0.660224
8.037500,-0.046024,-0.005297,-0.640105
8.041667,-0.059578,-0.004146,-0.643858
8.045833,-0.041826,-0.019119,-0.650766
8.050000,-0.035652,-0.022286,-0.625916
8.054167,-0.023975,-0.004012,-0.609288
8.058333,-0.037505,-0.016443,-0.627781
8.062500,-0.059382,-0.003788,-0.628256
8.066667,-0.061444,-0.019336,-0.600436
8.070833,-0.043135,-0.012158,-0.623048
8.075000,-0.040421,-0.019764,-0.600575
8.079167,-0.038531,-0.043879,-0.588547
8.083333,-0.052896,-0.029431,-0.586115
8.087500,-0.016706,-0.049049,-0.595957
8.091667,-0.030613,-0.043400,-0.592558
8.095833,-0.051814,-0.047465,-0.559561
8.100000,-0.023199,-0.047215,-0.553900
8.104167,-0.010903,-0.039151,-0.569056
8.108333,-0.003938,-0.027910,-0.557148
8.112500,0.013334,-0.028956,-0.565465
8.116667,0.025007,-0.042272,-0.559015
8.120833,0.028426,-0.034351,-0.531645
8.125000,0.008687,-0.035787,-0.538748
8.129167,0.017213,-0.019206,-0.527509
8.133333,0.024692,-0.024864,-0.516558
8.137500,0.036731,-0.011601,-0.509334
8.141667,0.032271,-0.017254,-0.517379
8.145833,-0.001777,-0.006412,-0.516945
8.150000,0.041089,-0.007114,-0.509719
8.154167,0.016472,0.004605,-0.507063
8.158333,0.028827,-0.008791,-0.480270
8.162500,-0.015373,0.001128,-0.506914
8.166667,0.010826,0.022982,-0.498508
8.170833,0.024112,0.034141,-0.473888
8.175000,-0.004310,0.034996,-0.463392
8.179167,-0.021332,0.040723,-0.460564
8.183333,-0.031905,0.029580,-0.453205
8.187500,-0.018390,0.037147,-0.455965
8.191667,-0.023356,0.028479,-0.461402
8.195833,-0.043844,0.031645,-0.443185
8.200000,-0.029416,0.039206,-0.436246
8.204167,-0.039513,0.024559,-0.428850
8.208333,-0.031773,0.039663,-0.424377
8.212500,-0.061394,0.036489,-0.408704
8.216667,-0.031952,0.027913,-0.421392
8.220833,-0.032397,0.034466,-0.423770
8.225000,-0.065199,0.017025,-0.410343
8.229167,-0.043824,0.016938,-0.414967
