time,analog_channel_a,analog_channel_b,motion_proxy
10.891667,-0.177294,-0.035697,0.126653
10.900000,0.067681,-0.012850,0.139303
10.908333,0.342788,0.306927,0.259225
10.916667,0.015291,0.099280,0.187750
10.925000,-0.157748,-0.205943,0.246026
10.933333,-0.176387,0.161819,0.320891
10.941667,0.444752,0.468118,0.276525
10.950000,0.753408,0.547822,0.289092
10.958333,0.562446,0.620723,0.337665
10.966667,0.490692,0.583991,0.409773
10.975000,0.357782,0.442237,0.363625
10.983333,0.144264,0.461317,0.435305
10.991667,0.332503,0.377303,0.442089
11.000000,0.432506,0.623382,0.366162
11.008333,1.058834,0.812236,0.396797
11.016667,0.917819,0.692510,0.419684
11.025000,0.444212,0.530234,0.444738
11.033333,0.447178,0.460884,0.333134
11.041667,0.457845,0.482210,0.399029
11.050000,0.339963,0.384598,0.332018
11.058333,0.438643,0.440951,0.295204
11.066667,0.748683,0.737442,0.253006
11.075000,0.947133,0.800218,0.207545
11.083333,0.390616,0.272032,0.171781
11.091667,0.210781,0.236978,0.179765
11.100000,0.083523,0.171208,0.117744
11.108333,0.140713,0.039276,0.118527
11.116667,0.178213,-0.088549,0.061424
11.125000,0.161014,0.038227,0.049537
11.133333,0.375708,0.297984,-0.002415
11.141667,0.127748,0.044607,-0.069182
11.150000,-0.437095,-0.317377,-0.025568
11.158333,-0.382933,-0.477665,-0.038318
11.166667,-0.438165,-0.552478,-0.136259
11.175000,-0.370504,-0.426376,-0.146003
11.183333,-0.350980,-0.285938,-0.151697
11.191667,-0.242895,-0.275640,-0.117075
11.200000,-0.168789,-0.439223,-0.147322
11.208333,-0.681723,-0.664717,-0.104695
11.216667,-1.038877,-0.774247,-0.061239
11.225000,-0.890274,-0.807364,-0.063747
11.233333,-0.376420,-0.520588,-0.032835
11.241667,-0.263776,-0.371536,0.027941
11.250000,-0.520239,-0.539119,0.006779
11.258333,-0.400654,-0.435195,0.021036
11.266667,-0.428596,-0.571046,0.083450
11.275000,-0.678232,-0.739740,0.029266
11.283333,-0.937799,-0.753498,0.052985
11.291667,-0.663538,-0.444595,0.122870
11.300000,-0.088245,-0.242819,0.124462
11.308333,-0.043225,-0.048446,0.050726
11.316667,-0.163157,-0.109700,0.142644
11.325000,-0.414910,-0.119255,0.050880
11.333333,-0.396332,-0.252858,0.093965
11.341667,-0.573162,-0.241301,0.103035
11.350000,-0.214128,-0.162844,0.013223
11.358333,0.077837,0.380028,-0.007787
11.366667,0.326053,0.535524,0.058759
11.375000,0.152922,0.416076,0.030658
11.383333,0.058995,0.141091,-0.023197
11.391667,0.037658,0.273325,-0.090735
11.400000,0.113102,0.276814,-0.166314
11.408333,0.097709,0.308382,-0.194785
11.416667,0.629903,0.516193,-0.244735
11.425000,0.807797,0.838130,-0.204787
11.433333,0.660549,0.740653,-0.261718
11.441667,0.225336,0.552308,-0.339020
11.450000,0.169440,0.378014,-0.366043
11.458333,0.412045,0.551732,-0.371513
11.466667,0.620363,0.512818,-0.327420
11.475000,0.652785,0.519781,-0.370519
11.483333,0.799744,0.635171,-0.349755
11.491667,0.983367,0.767539,-0.380505
11.500000,0.653239,0.357324,-0.359124
11.508333,0.243236,0.201146,-0.428636
11.516667,0.281410,0.229965,-0.438102
11.525000,0.556476,0.344352,-0.373458
11.533333,0.514641,0.258196,-0.356989
11.541667,0.651691,0.248417,-0.334542
11.550000,0.432195,0.228095,-0.363211
11.558333,0.246482,0.164778,-0.320818
11.566667,-0.142167,-0.092956,-0.324084
11.575000,-0.192124,-0.430626,-0.295242
11.583333,-0.169232,-0.272516,-0.267956
11.591667,0.065621,-0.053349,-0.179659
11.600000,0.250917,-0.151949,-0.219660
11.608333,0.024849,-0.158410,-0.143347
11.616667,-0.126398,-0.286562,-0.100962
11.625000,-0.470649,-0.556878,-0.173339
11.633333,-0.577484,-0.718762,-0.179698
11.641667,-0.586969,-0.702250,-0.190832
11.650000,-0.127873,-0.235538,-0.150376
11.658333,-0.003552,-0.356417,-0.184737
11.666667,-0.279609,-0.429098,-0.187136
11.675000,-0.434470,-0.497350,-0.237878
11.683333,-0.682774,-0.475486,-0.212587
11.691667,-0.671428,-0.580618,-0.268731
11.700000,-1.004863,-0.775785,-0.324633
11.708333,-0.490200,-0.583558,-0.351820
11.716667,-0.329362,-0.246992,-0.398358
11.725000,-0.457189,-0.156165,-0.352965
11.733333,-0.743970,-0.552885,-0.447283
11.741667,-0.819082,-0.522483,-0.465023
11.750000,-0.638332,-0.437840,-0.524203
11.758333,-0.779127,-0.296074,-0.546611
11.766667,-0.451499,-0.142050,-0.477640
11.775000,-0.065697,0.064740,-0.527074
11.783333,0.123499,0.129231,-0.563250
11.791667,-0.183490,-0.069955,-0.546573
11.800000,-0.553838,-0.215719,-0.554074
11.808333,-0.234537,-0.042085,-0.531176
11.816667,-0.152996,0.095128,-0.567809
11.825000,0.183136,0.126330,-0.495863
11.833333,0.210456,0.352006,-0.540670
11.841667,0.618912,0.474961,-0.513690
11.850000,0.520110,0.462728,-0.544511
11.858333,0.013600,0.227330,-0.503908
11.866667,-0.048154,0.265697,-0.486141
11.875000,0.376794,0.333680,-0.376366
11.883333,0.666834,0.577323,-0.350843
11.891667,0.662712,0.687852,-0.386219
11.900000,0.607624,0.575875,-0.303446
11.908333,0.829930,0.530177,-0.271261
11.916667,0.676777,0.374744,-0.260327
11.925000,0.245639,0.064329,-0.189237
11.933333,0.184119,0.214249,-0.201905
11.941667,0.790626,0.619505,-0.191174
11.950000,0.917588,0.586523,-0.249304
11.958333,0.544200,0.377033,-0.256840
11.966667,0.561169,0.288716,-0.230779
11.975000,0.362274,0.211163,-0.240196
11.983333,0.149866,0.094931,-0.296910
11.991667,0.178773,0.009771,-0.207137
