time,chest_lead,accel_magnitude,respiration
5.550000,-0.065729,0.172796,0.076157
5.554167,-0.047688,0.194643,0.071292
5.558333,-0.016747,0.231239,0.033292
5.562500,-0.026198,0.239565,0.054216
5.566667,-0.004554,0.243738,0.046452
5.570833,-0.054733,0.242241,0.021792
5.575000,-0.009859,0.313234,0.009356
5.579167,-0.021211,0.211631,0.023092
5.583333,0.009134,0.213115,-0.003853
5.587500,0.027584,0.263440,0.020952
5.591667,-0.038671,0.271089,0.006476
5.595833,0.017785,0.310600,-0.022957
5.600000,-0.028287,0.373317,-0.012400
5.604167,-0.049065,0.358893,-0.015302
5.608333,0.029920,0.355956,-0.021801
5.612500,0.035599,0.370109,-0.050653
5.616667,-0.015302,0.342316,-0.048424
5.620833,0.061118,0.384214,-0.053993
5.625000,0.028900,0.390235,-0.069892
5.629167,0.047856,0.366399,-0.049963
5.633333,-0.013486,0.439939,-0.083394
5.637500,0.063534,0.475876,-0.086616
5.641667,0.036742,0.515083,-0.077955
5.645833,0.017347,0.464229,-0.072357
5.650000,-0.002018,0.435195,-0.085048
5.654167,-0.001114,0.479531,-0.087846
5.658333,0.081811,0.558098,-0.114821
5.662500,-0.037409,0.467415,-0.102023
5.666667,0.046243,0.592855,-0.107538
5.670833,0.001368,0.543587,-0.129409
5.675000,0.010866,0.493763,-0.142804
5.679167,0.047178,0.568841,-0.135809
5.683333,0.038318,0.589640,-0.153182
5.687500,0.035900,0.539402,-0.162399
5.691667,0.048143,0.560393,-0.167236
5.695833,0.102975,0.575862,-0.174837
5.700000,0.083540,0.632194,-0.175316
5.704167,0.052240,0.540190,-0.184604
5.708333,0.100088,0.586452,-0.199841
5.712500,0.058529,0.550899,-0.183699
5.716667,0.105527,0.534522,-0.204557
5.720833,0.129618,0.550601,-0.195842
5.725000,0.108423,0.568493,-0.205125
5.729167,-0.014522,0.536264,-0.218110
5.733333,0.036477,0.537477,-0.236727
5.737500,0.001856,0.482258,-0.227852
5.741667,-0.024446,0.509711,-0.250145
5.745833,-0.031272,0.442038,-0.234730
5.750000,0.056431,0.470747,-0.244092
5.754167,0.022460,0.436507,-0.272581
5.758333,0.017546,0.408928,-0.261434
5.762500,-0.015838,0.425914,-0.285166
5.766667,-0.061043,0.458369,-0.272644
5.770833,0.039251,0.373356,-0.296965
5.775000,-0.027381,0.421461,-0.283265
5.779167,-0.061142,0.387353,-0.298844
5.783333,-0.051793,0.349030,-0.306197
5.787500,-0.053772,0.358787,-0.301186
5.791667,-0.025837,0.371017,-0.309363
5.795833,-0.062816,0.352210,-0.331127
5.800000,-0.076740,0.300586,-0.341179
5.804167,-0.036531,0.288570,-0.330258
5.808333,-0.029616,0.276354,-0.352694
5.812500,-0.028271,0.274607,-0.348679
5.816667,-0.073535,0.243247,-0.366463
5.820833,-0.074208,0.268644,-0.369420
5.825000,-0.038607,0.246744,-0.374440
5.829167,-0.018575,0.150235,-0.373717
5.833333,-0.072228,0.208712,-0.373584
5.837500,-0.062715,0.215584,-0.380941
5.841667,0.014806,0.186749,-0.374627
5.845833,-0.070906,0.226027,-0.407131
5.850000,-0.076313,0.209779,-0.416440
5.854167,-0.051006,0.147778,-0.412250
5.858333,-0.162604,0.204631,-0.409912
5.862500,-0.214445,0.125855,-0.434383
5.866667,-0.172285,0.106701,-0.411065
5.870833,-0.059175,0.145014,-0.432568
5.875000,0.113822,0.161472,-0.434176
5.879167,0.272710,0.185666,-0.453932
5.883333,0.453464,0.101794,-0.464647
5.887500,0.803634,0.201105,-0.440602
5.891667,0.990768,0.229805,-0.443892
5.895833,1.182460,0.159139,-0.468007
5.900000,1.185037,0.138012,-0.466453
5.904167,1.118238,0.184047,-0.481190
5.908333,0.871052,0.217092,-0.472060
5.912500,0.679873,0.154886,-0.505711
5.916667,0.413930,0.266020,-0.481051
5.920833,0.129439,0.267621,-0.501447
5.925000,0.032631,0.266257,-0.506925
5.929167,-0.009338,0.278922,-0.527787
5.933333,-0.054330,0.213740,-0.525556
5.937500,-0.002373,0.321204,-0.509822
5.941667,0.116497,0.316908,-0.529452
5.945833,0.164820,0.331863,-0.540837
5.950000,0.143291,0.330584,-0.531786
5.954167,0.158951,0.276341,-0.539912
5.958333,0.210895,0.351546,-0.539061
5.962500,0.160927,0.354666,-0.554857
5.966667,0.197845,0.307709,-0.548244
5.970833,0.190091,0.322141,-0.566166
5.975000,0.227173,0.395838,-0.570470
5.979167,0.220154,0.386985,-0.576899
5.983333,0.308706,0.409579,-0.600436
5.987500,0.249097,0.351898,-0.573366
5.991667,0.243748,0.349050,-0.594339
5.995833,0.284860,0.422374,-0.611373
6.000000,0.320916,0.356138,-0.617116
6.004167,0.370355,0.373838,-0.600274
6.008333,0.358265,0.348986,-0.609048
6.012500,0.262835,0.347463,-0.614651
6.016667,0.290202,0.457680,-0.618162
6.020833,0.367639,0.423032,-0.640846
6.025000,0.323332,0.424228,-0.625521
6.029167,0.315532,0.397474,-0.640847
6.033333,0.381388,0.373836,-0.648749
6.037500,0.345399,0.425941,-0.667714
6.041667,0.443532,0.334289,-0.657691
6.045833,0.366209,0.301759,-0.676062
6.050000,0.442344,0.312347,-0.652076
6.054167,0.432823,0.331878,-0.656619
6.058333,0.373158,0.303993,-0.684258
6.062500,0.473477,0.344004,-0.687352
6.066667,0.428482,0.263292,-0.677361
6.070833,0.481994,0.267342,-0.701645
6.075000,0.494765,0.251780,-0.704350
6.079167,0.404644,0.195982,-0.684627
6.083333,0.453467,0.173618,-0.692660
6.087500,0.508070,0.216647,-0.712647
6.091667,0.481828,0.107576,-0.704671
6.095833,0.460820,0.095302,-0.701445
6.100000,0.441319,0.079914,-0.717129
6.104167,0.480458,0.127910,-0.717078
6.108333,0.436313,0.133575,-0.721790
6.112500,0.503710,0.011271,-0.744544
6.116667,0.467219,0.107043,-0.722641
6.120833,0.452996,0.033150,-0.733847
6.125000,0.454169,0.059141,-0.757087
6.129167,0.420968,0.029383,-0.758724
6.133333,0.403696,0.018757,-0.750320
6.137500,0.417708,-0.080880,-0.749374
6.141667,0.330915,-0.014781,-0.777287
6.145833,0.331997,-0.012480,-0.781170
6.150000,0.317903,-0.009027,-0.769609
6.154167,0.373615,-0.064195,-0.794113
6.158333,0.356842,-0.070110,-0.769401
6.162500,0.350714,-0.142230,-0.774783
6.166667,0.272762,-0.127519,-0.786724
6.170833,0.226277,-0.137543,-0.794326
6.175000,0.237040,-0.087960,-0.806009
6.179167,0.257767,-0.156558,-0.807791
6.183333,0.183588,-0.105835,-0.819284
6.187500,0.266193,-0.107017,-0.821273
6.191667,0.207427,-0.162843,-0.825771
6.195833,0.180787,-0.070734,-0.805680
6.200000,0.089460,-0.068121,-0.823012
6.204167,0.094830,-0.101896,-0.813617
6.208333,0.084171,-0.134338,-0.813171
6.212500,0.045294,-0.132127,-0.845688
6.216667,0.136392,-0.060772,-0.839698
6.220833,0.130037,-0.034175,-0.828904
6.225000,0.101231,-0.038080,-0.831613
6.229167,0.047977,-0.104901,-0.858605
6.233333,0.001040,-0.064801,-0.836744
6.237500,0.073364,-0.090842,-0.864014
6.241667,0.037633,0.027275,-0.848944
6.245833,0.042976,-0.031254,-0.845183
6.250000,0.061670,-0.019753,-0.854099
6.254167,-0.006411,0.030809,-0.856498
6.258333,0.011639,0.038584,-0.876356
6.262500,0.028641,0.074067,-0.877832
6.266667,-0.011639,0.014052,-0.855061
6.270833,-0.016567,0.067232,-0.871623
6.275000,-0.055806,0.057396,-0.861638
6.279167,-0.024021,0.122630,-0.866868
6.283333,0.038867,0.089680,-0.889633
6.287500,0.039912,0.073614,-0.876338
6.291667,0.057594,0.098890,-0.895784
6.295833,-0.020587,0.064029,-0.895655
6.300000,-0.054782,0.150810,-0.893002
6.304167,0.042493,0.096295,-0.890514
6.308333,0.038164,0.052933,-0.887077
6.312500,0.032272,0.168454,-0.903779
6.316667,-0.022744,0.117210,-0.906850
6.320833,-0.020791,0.150879,-0.923601
6.325000,-0.029003,0.102434,-0.914134
6.329167,-0.041027,0.153857,-0.911108
6.333333,-0.015497,0.111778,-0.902553
6.337500,0.042011,0.126820,-0.912559
6.341667,0.056973,0.080325,-0.934868
6.345833,-0.035986,0.106178,-0.921291
6.350000,0.070382,0.076258,-0.938477
6.354167,0.039945,0.003391,-0.927083
6.358333,0.069039,0.052232,-0.919054
6.362500,-0.006463,-0.008191,-0.918680
6.366667,-0.039144,0.056354,-0.931054
6.370833,0.051610,0.013733,-0.929406
6.375000,0.055685,0.034618,-0.942840
6.379167,-0.061944,-0.006535,-0.948957
6.383333,0.037928,-0.024805,-0.922580
6.387500,-0.006948,-0.060172,-0.930029
6.391667,-0.040865,-0.053416,-0.956674
6.395833,0.032881,-0.048900,-0.940062
6.400000,-0.059880,-0.151211,-0.959701
6.404167,-0.025523,-0.181206,-0.957255
6.408333,-0.014353,-0.183072,-0.933085
6.412500,-0.015233,-0.198837,-0.940918
6.416667,-0.035479,-0.201872,-0.966502
6.420833,0.005008,-0.174607,-0.965987
6.425000,-0.044906,-0.219518,-0.940082
6.429167,-0.044062,-0.313723,-0.952011
6.433333,-0.050176,-0.274900,-0.951806
6.437500,-0.005272,-0.238072,-0.947602
6.441667,0.016142,-0.338358,-0.941422
6.445833,-0.064244,-0.315374,-0.948372
6.450000,-0.061431,-0.329925,-0.968490
6.454167,-0.045974,-0.329826,-0.966884
6.458333,0.003833,-0.348615,-0.944554
6.462500,-0.010427,-0.424151,-0.945217
6.466667,-0.067500,-0.318650,-0.973587
6.470833,-0.065766,-0.364641,-0.979687
6.475000,-0.025510,-0.385095,-0.971854
6.479167,-0.080525,-0.404520,-0.978064
6.483333,-0.045099,-0.366386,-0.958542
6.487500,0.013677,-0.358067,-0.980022
6.491667,0.003853,-0.453406,-0.972157
6.495833,0.011616,-0.369174,-0.974101
6.500000,-0.009279,-0.421500,-0.949616
6.504167,-0.064601,-0.392281,-0.972714
6.508333,-0.098022,-0.443262,-0.967315
6.512500,-0.070381,-0.448524,-0.968167
6.516667,-0.046240,-0.421527,-0.983816
6.520833,-0.091432,-0.434898,-0.979942
6.525000,-0.098261,-0.387919,-0.957740
6.529167,-0.156568,-0.331775,-0.983183
6.533333,-0.089132,-0.381583,-0.973472
6.537500,-0.110828,-0.363603,-0.983858
6.541667,-0.178798,-0.329284,-0.954661
6.545833,-0.134802,-0.349198,-0.980138
6.550000,-0.177371,-0.267282,-0.968539
6.554167,-0.101241,-0.349578,-0.974356
6.558333,-0.115065,-0.304766,-0.958001
6.562500,-0.165708,-0.231907,-0.979286
6.566667,-0.154109,-0.226339,-0.950511
6.570833,-0.122228,-0.222838,-0.958203
6.575000,-0.126011,-0.301696,-0.962982
6.579167,-0.182309,-0.252099,-0.948759
6.583333,-0.145468,-0.190759,-0.981237
6.587500,-0.113120,-0.155233,-0.980019
6.591667,-0.151430,-0.204387,-0.962203
6.595833,-0.124948,-0.201251,-0.974246
6.600000,-0.133728,-0.132301,-0.955343
6.604167,-0.068430,-0.170084,-0.975253
6.608333,-0.135032,-0.168368,-0.966932
6.612500,-0.149967,-0.105433,-0.966848
6.616667,-0.059974,-0.137597,-0.960650
6.620833,-0.067519,-0.133696,-0.952784
6.625000,-0.079732,-0.183230,-0.966814
6.629167,-0.100111,-0.135189,-0.957784
6.633333,-0.169484,-0.209416,-0.966966
6.637500,-0.143159,-0.143147,-0.952799
6.641667,-0.174437,-0.180984,-0.969430
6.645833,-0.084855,-0.110245,-0.955484
6.650000,-0.006998,-0.172108,-0.961746
6.654167,0.137411,-0.120834,-0.952813
6.658333,0.376493,-0.229941,-0.955273
6.662500,0.622102,-0.190393,-0.945888
6.666667,0.823759,-0.143465,-0.948455
6.670833,0.988490,-0.181971,-0.955234
6.675000,1.175281,-0.255826,-0.931218
6.679167,1.166504,-0.268387,-0.939280
6.683333,0.965826,-0.219671,-0.945998
6.687500,0.704263,-0.203065,-0.951725
6.691667,0.534152,-0.297040,-0.917696
6.695833,0.242081,-0.307336,-0.919776
6.700000,0.029874,-0.311025,-0.924284
6.704167,-0.001036,-0.326945,-0.916994
6.708333,-0.080511,-0.331404,-0.922252
6.712500,-0.072405,-0.385943,-0.932038
6.716667,0.031126,-0.394300,-0.922945
6.720833,0.121335,-0.411030,-0.908944
6.725000,0.120287,-0.397629,-0.924504
6.729167,0.067402,-0.358282,-0.931879
6.733333,0.193075,-0.435838,-0.920371
6.737500,0.188042,-0.425496,-0.902620
6.741667,0.140895,-0.472045,-0.916947
6.745833,0.149848,-0.427340,-0.905028
6.750000,0.204767,-0.528612,-0.895376
6.754167,0.248154,-0.534753,-0.915773
6.758333,0.175493,-0.461663,-0.914540
6.762500,0.174424,-0.502205,-0.896784
6.766667,0.178863,-0.556733,-0.894706
6.770833,0.216265,-0.561996,-0.897456
6.775000,0.268731,-0.581067,-0.883951
6.779167,0.274710,-0.586802,-0.876806
6.783333,0.257694,-0.616696,-0.893566
6.787500,0.317598,-0.575284,-0.892432
6.791667,0.288985,-0.543623,-0.892687
6.795833,0.248344,-0.626267,-0.862057
6.800000,0.253884,-0.554540,-0.871066
6.804167,0.298267,-0.521239,-0.851693
6.808333,0.242004,-0.595628,-0.881127
6.812500,0.325298,-0.561285,-0.877941
6.816667,0.287995,-0.615187,-0.854475
6.820833,0.271374,-0.498789,-0.850926
6.825000,0.281760,-0.509501,-0.854817
6.829167,0.375333,-0.496207,-0.862427
6.833333,0.360710,-0.550080,-0.852506
6.837500,0.317634,-0.472715,-0.856133
6.841667,0.366302,-0.494883,-0.842468
6.845833,0.304923,-0.469396,-0.821817
6.850000,0.354804,-0.496801,-0.830809
6.854167,0.374043,-0.415244,-0.842328
6.858333,0.380022,-0.425785,-0.829459
6.862500,0.369935,-0.416171,-0.824114
6.866667,0.351207,-0.370820,-0.813388
6.870833,0.411315,-0.357899,-0.825047
6.875000,0.404521,-0.377911,-0.809549
6.879167,0.334490,-0.354723,-0.810701
6.883333,0.349038,-0.421478,-0.786207
6.887500,0.398454,-0.402850,-0.798023
6.891667,0.425483,-0.394053,-0.796527
6.895833,0.307053,-0.369480,-0.781498
6.900000,0.378932,-0.297184,-0.790246
6.904167,0.393081,-0.247518,-0.764611
6.908333,0.334196,-0.310597,-0.762368
6.912500,0.339850,-0.317977,-0.786928
6.916667,0.394220,-0.211231,-0.775471
6.920833,0.313246,-0.202086,-0.774689
6.925000,0.325955,-0.280562,-0.752806
6.929167,0.282090,-0.296022,-0.765540
6.933333,0.246102,-0.212348,-0.754876
6.937500,0.330449,-0.218418,-0.737466
6.941667,0.305308,-0.273869,-0.730420
6.945833,0.217390,-0.193512,-0.721516
6.950000,0.180182,-0.254339,-0.742579
6.954167,0.182410,-0.212366,-0.724905
6.958333,0.181348,-0.164905,-0.735135
6.962500,0.200888,-0.165885,-0.720438
6.966667,0.128299,-0.235435,-0.718050
6.970833,0.177629,-0.232008,-0.718386
6.975000,0.218249,-0.186614,-0.698521
6.979167,0.187831,-0.244099,-0.689000
6.983333,0.186113,-0.282014,-0.696549
6.987500,0.169183,-0.263351,-0.693815
6.991667,0.152576,-0.202880,-0.689215
6.995833,0.143155,-0.241595,-0.697281
7.000000,0.088745,-0.333336,-0.659179
7.004167,0.133286,-0.332105,-0.673198
7.008333,0.042809,-0.297689,-0.655100
7.012500,0.073080,-0.281972,-0.651428
7.016667,0.075807,-0.318317,-0.646124
7.020833,0.082944,-0.280503,-0.659723
7.025000,0.018401,-0.398251,-0.652923
7.029167,-0.000941,-0.360034,-0.640253
7.033333,0.091608,-0.369359,-0.626923
7.037500,0.126412,-0.343847,-0.644711
7.041667,-0.002882,-0.357161,-0.639888
7.045833,-0.013949,-0.423727,-0.625808
7.050000,0.024119,-0.484781,-0.614663
7.054167,0.022913,-0.400880,-0.602932
7.058333,0.057809,-0.403668,-0.618473
7.062500,0.055500,-0.518579,-0.588362
7.066667,0.011244,-0.506911,-0.580183
7.070833,0.092232,-0.478426,-0.573609
7.075000,-0.005792,-0.523472,-0.581463
7.079167,0.001093,-0.446837,-0.579518
7.083333,0.038352,-0.526171,-0.553743
7.087500,0.074230,-0.450678,-0.550812
7.091667,0.034549,-0.520082,-0.557438
7.095833,0.001571,-0.568756,-0.563636
7.100000,0.009340,-0.494899,-0.562317
7.104167,0.058554,-0.515534,-0.534425
7.108333,0.015526,-0.518163,-0.530844
7.112500,-0.020169,-0.562318,-0.540726
7.116667,0.055263,-0.453742,-0.521251
7.120833,0.052089,-0.527065,-0.504347
7.125000,0.030372,-0.483563,-0.525846
7.129167,-0.024416,-0.522843,-0.503416
7.133333,-0.042244,-0.534692,-0.493095
7.137500,0.063712,-0.491862,-0.496187
7.141667,-0.050541,-0.413298,-0.499259
7.145833,0.005832,-0.473506,-0.480668
7.150000,-0.017057,-0.399862,-0.485153
7.154167,0.013071,-0.455645,-0.453239
7.158333,-0.053475,-0.427056,-0.476735
7.162500,-0.023013,-0.370634,-0.445588
7.166667,-0.036826,-0.359344,-0.453641
7.170833,0.029938,-0.381587,-0.458178
7.175000,-0.100616,-0.286885,-0.431535
7.179167,-0.095861,-0.282851,-0.417691
7.183333,-0.066774,-0.265918,-0.408207
7.187500,-0.082417,-0.254001,-0.421645
7.191667,-0.127854,-0.209549,-0.404573
7.195833,-0.068574,-0.244945,-0.402147
7.200000,-0.099167,-0.171059,-0.387792
7.204167,-0.086928,-0.247502,-0.386005
7.208333,-0.091560,-0.241017,-0.381876
7.212500,-0.106052,-0.215539,-0.376066
7.216667,-0.055093,-0.192471,-0.357437
7.220833,-0.068764,-0.179400,-0.357420
7.225000,-0.081721,-0.162587,-0.369493
7.229167,-0.084161,-0.071575,-0.349152
7.233333,-0.160434,-0.058841,-0.361326
7.237500,-0.089801,-0.066121,-0.321772
7.241667,-0.158970,-0.122622,-0.349621
7.245833,-0.112134,-0.031967,-0.337538
7.250000,-0.101697,-0.060677,-0.307179
7.254167,-0.059457,-0.003499,-0.326613
7.258333,-0.106813,0.009914,-0.309655
7.262500,-0.185496,-0.032882,-0.311757
7.266667,-0.182778,-0.018528,-0.300344
7.270833,-0.161632,-0.004825,-0.279821
7.275000,-0.166523,-0.013723,-0.261139
7.279167,-0.144153,0.012070,-0.265563
7.283333,-0.149568,0.003290,-0.277129
7.287500,-0.138540,-0.040772,-0.274515
7.291667,-0.184634,-0.058258,-0.267884
7.295833,-0.155091,0.009676,-0.232350
7.300000,-0.214512,-0.060812,-0.242170
7.304167,-0.186430,-0.031970,-0.247651
7.308333,-0.130632,-0.104844,-0.221949
7.312500,-0.214232,-0.072038,-0.215420
7.316667,-0.241644,-0.049402,-0.218225
7.320833,-0.227131,-0.073687,-0.198558
7.325000,-0.173750,-0.150736,-0.189457
7.329167,-0.215471,-0.146517,-0.197402
7.333333,-0.162908,-0.118994,-0.166939
7.337500,-0.199240,-0.095766,-0.179107
7.341667,-0.223831,-0.125896,-0.172962
7.345833,-0.162791,-0.183931,-0.147951
7.350000,-0.170298,-0.124045,-0.154225
7.354167,-0.154133,-0.207601,-0.128921
7.358333,-0.168908,-0.196005,-0.153522
7.362500,-0.156466,-0.206395,-0.131497
7.366667,-0.204668,-0.164852,-0.119110
7.370833,-0.205113,-0.178393,-0.134999
7.375000,-0.227363,-0.257431,-0.107905
7.379167,-0.121738,-0.194363,-0.087021
7.383333,-0.164468,-0.264645,-0.082496
7.387500,-0.191337,-0.237551,-0.086429
7.391667,-0.096233,-0.289488,-0.067608
7.395833,-0.206152,-0.242313,-0.083816
7.400000,-0.080704,-0.311852,-0.068251
7.404167,-0.056271,-0.225831,-0.046249
7.408333,-0.167769,-0.313875,-0.057065
7.412500,-0.115376,-0.247567,-0.034909
7.416667,-0.191739,-0.310261,-0.033424
7.420833,-0.209449,-0.204487,-0.047500
7.425000,-0.270684,-0.203778,-0.028170
7.429167,-0.210567,-0.274994,-0.012127
7.433333,-0.133952,-0.265147,-0.003015
7.437500,0.096916,-0.207238,-0.018137
7.441667,0.235019,-0.256511,-0.009739
7.445833,0.485155,-0.218110,0.029252
7.450000,0.691423,-0.205538,0.005304
7.454167,0.979833,-0.127745,0.030315
7.458333,1.070095,-0.111324,0.044837
7.462500,1.141207,-0.100785,0.028534
7.466667,0.990914,-0.126150,0.049856
7.470833,0.778718,-0.067524,0.051093
7.475000,0.561023,-0.047723,0.057025
7.479167,0.249957,-0.144681,0.066302
7.483333,0.117653,-0.039659,0.088361
7.487500,-0.041109,-0.055525,0.093475
7.491667,-0.171799,-0.033844,0.109153
7.495833,-0.145886,-0.063384,0.106290
7.500000,-0.123277,0.015107,0.111442
7.504167,-0.069700,-0.003700,0.129468
7.508333,-0.014986,0.075948,0.105043
7.512500,0.071040,0.093463,0.136660
7.516667,0.019239,0.051393,0.147872
7.520833,0.041524,0.158438,0.159229
7.525000,0.087230,0.092491,0.134074
7.529167,0.005006,0.106894,0.148915
7.533333,0.110768,0.205464,0.167531
7.537500,0.036658,0.124977,0.159635
7.541667,0.032104,0.192138,0.177640
7.545833,0.107164,0.220226,0.192760
7.550000,0.051161,0.265842,0.196984
7.554167,0.068062,0.266148,0.184262
7.558333,0.145692,0.275087,0.203474
7.562500,0.129503,0.192598,0.210788
7.566667,0.113137,0.315894,0.224902
7.570833,0.190525,0.248841,0.224457
7.575000,0.167795,0.241062,0.245692
7.579167,0.148289,0.270506,0.257789
7.583333,0.186461,0.329123,0.263109
7.587500,0.178265,0.298461,0.242714
7.591667,0.167170,0.239523,0.251148
7.595833,0.160451,0.303992,0.268868
7.600000,0.180950,0.312837,0.271118
7.604167,0.154315,0.338235,0.302555
7.608333,0.207486,0.280900,0.308250
7.612500,0.166249,0.286656,0.309956
7.616667,0.181250,0.233024,0.316095
7.620833,0.257565,0.305286,0.321551
7.625000,0.243303,0.262073,0.324413
7.629167,0.215133,0.255794,0.348228
7.633333,0.219099,0.207555,0.342204
7.637500,0.326017,0.176179,0.340827
7.641667,0.316466,0.266841,0.368324
7.645833,0.221508,0.244204,0.350354
7.650000,0.288105,0.246609,0.349645
7.654167,0.309970,0.201299,0.372532
7.658333,0.336546,0.156179,0.375605
7.662500,0.303922,0.160118,0.383558
7.666667,0.250969,0.197750,0.405169
7.670833,0.277284,0.149187,0.404529
7.675000,0.306234,0.125798,0.407497
7.679167,0.242877,0.162103,0.413765
7.683333,0.328809,0.152934,0.438733
7.687500,0.302675,0.080706,0.432412
7.691667,0.300673,0.076426,0.423876
7.695833,0.301636,0.152089,0.436829
7.700000,0.314058,0.087028,0.437122
7.704167,0.340803,0.093604,0.460289
7.708333,0.314185,0.052845,0.477127
7.712500,0.254332,0.134107,0.462822
7.716667,0.327076,0.119833,0.460384
7.720833,0.341771,0.103742,0.499843
7.725000,0.212562,0.053963,0.494247
7.729167,0.294422,0.082382,0.500852
7.733333,0.197496,0.069043,0.513602
7.737500,0.220493,0.174531,0.512439
7.741667,0.267571,0.146586,0.508104
7.745833,0.212168,0.156988,0.534683
7.750000,0.169670,0.175261,0.518902
7.754167,0.219068,0.209627,0.544051
7.758333,0.150787,0.195532,0.530638
7.762500,0.231376,0.134724,0.537210
7.766667,0.214935,0.162181,0.539855
7.770833,0.168109,0.242944,0.573442
7.775000,0.213596,0.238696,0.580875
7.779167,0.105559,0.280334,0.573813
7.783333,0.123868,0.313813,0.574396
7.787500,0.204362,0.326210,0.603540
7.791667,0.105667,0.302198,0.613169
7.795833,0.145091,0.306475,0.605820
7.800000,0.089019,0.327684,0.593082
7.804167,0.099931,0.323200,0.598039
7.808333,0.179723,0.417275,0.618360
7.812500,0.082359,0.361642,0.618699
7.816667,0.129839,0.434637,0.646490
7.820833,0.160317,0.456461,0.624553
7.825000,0.084358,0.443731,0.653294
7.829167,0.089483,0.533159,0.644755
7.833333,0.133302,0.490708,0.658123
7.837500,0.162442,0.569325,0.669149
7.841667,0.047532,0.584731,0.662977
7.845833,0.114963,0.601952,0.683241
7.850000,0.043585,0.618526,0.675564
7.854167,0.132440,0.576077,0.672564
7.858333,0.061680,0.604442,0.681865
7.862500,0.018592,0.640019,0.698007
7.866667,0.024436,0.612291,0.724117
7.870833,0.104622,0.719450,0.708238
7.875000,0.097654,0.629769,0.732743
7.879167,0.052209,0.651935,0.724967
7.883333,0.026030,0.704911,0.721634
7.887500,0.079945,0.719505,0.749303
7.891667,0.086689,0.719906,0.727267
7.895833,-0.003461,0.694914,0.747495
7.900000,-0.023411,0.721444,0.761540
7.904167,0.027959,0.786619,0.775485
7.908333,-0.011402,0.737112,0.773310
7.912500,-0.032500,0.684987,0.765863
7.916667,0.037742,0.709068,0.787489
7.920833,0.002480,0.686398,0.792198
7.925000,-0.059184,0.706001,0.771416
7.929167,-0.010729,0.704393,0.806237
7.933333,0.007536,0.783810,0.791838
7.937500,-0.052549,0.727871,0.812512
7.941667,-0.067301,0.691141,0.815992
7.945833,-0.044530,0.692516,0.827012
7.950000,-0.025736,0.690512,0.834175
7.954167,-0.081514,0.717600,0.807703
7.958333,-0.134851,0.651672,0.821093
7.962500,-0.160618,0.753078,0.832670
7.966667,-0.155068,0.734411,0.827656
7.970833,-0.120348,0.711845,0.853232
7.975000,-0.133888,0.627344,0.850625
7.979167,-0.079616,0.650548,0.845392
7.983333,-0.129634,0.605891,0.846096
7.987500,-0.085861,0.617950,0.862270
7.991667,-0.171850,0.614281,0.871221
7.995833,-0.167991,0.632414,0.862102
8.000000,-0.190372,0.687139,0.870215
8.004167,-0.164055,0.643081,0.899993
8.008333,-0.161820,0.666971,0.905593
8.012500,-0.174015,0.592629,0.903579
8.016667,-0.190016,0.695554,0.895262
8.020833,-0.209578,0.606348,0.897945
8.025000,-0.178698,0.699674,0.909581
8.029167,-0.208944,0.655032,0.928221
8.033333,-0.236214,0.609665,0.931564
8.037500,-0.212417,0.683818,0.938103
8.041667,-0.172407,0.665518,0.917313
8.045833,-0.172733,0.612717,0.938925
8.050000,-0.144378,0.676881,0.943617
8.054167,-0.126553,0.641075,0.943003
8.058333,-0.136537,0.690388,0.929226
8.062500,-0.197301,0.706423,0.960259
8.066667,-0.183274,0.720749,0.942543
8.070833,-0.125140,0.755490,0.939578
8.075000,-0.161004,0.756809,0.943996
8.079167,-0.195897,0.819769,0.949401
8.083333,-0.154272,0.779305,0.978221
8.087500,-0.126377,0.868424,0.963952
8.091667,-0.138781,0.873043,0.986380
8.095833,-0.196534,0.858299,0.982449
8.100000,-0.150376,0.923970,0.984988
8.104167,-0.183920,0.947986,1.002727
8.108333,-0.142662,0.953527,0.979082
8.112500,-0.216815,1.009245,0.979364
8.116667,-0.093030,0.941306,1.011983
8.120833,-0.088276,0.950442,1.013846
8.125000,-0.124766,1.068081,0.997210
8.129167,-0.186534,1.081834,0.995089
8.133333,-0.126315,1.121522,1.030865
8.137500,-0.198745,1.137147,1.017940
8.141667,-0.097444,1.172165,1.006259
8.145833,-0.136062,1.203742,1.042018
8.150000,-0.107867,1.139179,1.042334
8.154167,-0.102758,1.149966,1.034041
8.158333,-0.158476,1.213217,1.025347
8.162500,-0.179475,1.250456,1.039122
8.166667,-0.188440,1.214120,1.028849
8.170833,-0.113991,1.254220,1.033624
8.175000,-0.175906,1.266760,1.042396
8.179167,-0.129420,1.334276,1.046194
8.183333,-0.095878,1.343348,1.043619
8.187500,-0.070327,1.288042,1.044966
8.191667,-0.059637,1.332333,1.061741
8.195833,-0.121764,1.314978,1.065615
8.200000,-0.138904,1.408888,1.081994
8.204167,-0.048805,1.370445,1.054143
8.208333,-0.066839,1.373977,1.058941
8.212500,-0.070956,1.442632,1.056527
8.216667,-0.099701,1.375902,1.070452
8.220833,-0.132126,1.418099,1.077803
8.225000,-0.151094,1.365038,1.075593
8.229167,-0.162994,1.422102,1.070811
8.233333,-0.228557,1.431719,1.099542
8.237500,-0.191694,1.364326,1.104222
8.241667,-0.183089,1.370400,1.102637
